Estado / Canal,Ciudad,coordenadas,Tienda,dic-22,nov-22,oct-22,sep-22,ago-22,jul-22,jun-22,may-22,abr-22,mar-22,feb-22,ene-22
TAMAULIPAS               ,MATAMOROS      ,"25.8587478,-97.5306145,20",420,39258000,25565000,21804000,19601000,22705000,24023000,22363000,25380000,21594000,21440000,21570000,19590000
QUERETARO                ,QUERETARO      ,"20.5466019,-100.3983202,20",421,30353000,23597000,19609000,18473000,20713000,19105000,18263000,21200000,17766000,18426000,16078000,22286000
SINALOA                  ,CULIACAN       ,"24.8346783,-107.4001981,18.13",422,30343000,17865000,15069000,14055000,15505000,14666000,14058000,16606000,15220000,14745000,13504000,12326000
CHIAPAS                  ,TUXTLA GUTIERRE,"16.7617554,-93.1439621,17.25",423,26974000,21205000,16811000,16066000,18995000,17841000,15248000,18702000,17535000,16163000,14816000,16841000
BAJA CALIFORNIA NORTE    ,TIJUANA        ,"32.5212244,-116.9662132,12.75",424,15842000,10108000,9080000,9065000,10981000,11398000,10575000,11045000,9817000,9359000,9110000,9085000
TABASCO                  ,MACUSPANA      ,"17.7577055,-92.5930273,17.92",425,37687000,26046000,19702000,19647000,23293000,21358000,18545000,22556000,19498000,21060000,19461000,19345000
JALISCO                  ,GUADALAJARA    ,"20.664333,-103.3206751,13.92",426,16518000,10007000,8150000,7553000,8951000,8184000,7802000,9083000,8034000,7462000,6458000,6516000
JALISCO                  ,TLAQUEPAQUE    ,"20.681217,-103.4995508,12.25",427,27657000,17681000,14396000,13846000,16117000,15664000,14048000,16329000,13721000,12816000,12368000,12487000
SINALOA                  ,"EL ROSARIO, SIN","22.9870737,-105.8556028,19.04",428,23993000,12808000,10109000,9641000,11821000,11203000,10663000,11673000,11283000,9669000,8712000,8417000
SINALOA                  ,COSTA RICA     ,"24.5912379,-107.3951559,16.75",429,23756000,13902000,11181000,9608000,9694000,10852000,10430000,13572000,13217000,12210000,11480000,10462000
SINALOA                  ,VILLA UNION    ,"23.1837586,-106.2162553,18",430,23833000,13912000,11740000,10836000,11930000,11188000,9894000,11933000,11634000,11487000,10100000,9733000
JALISCO                  ,TUXPAN         ,"19.8747244,-103.8008434,11.25",431,22588000,14640000,12887000,10620000,12948000,12155000,11217000,12258000,9853000,9844000,8971000,9928000
NUEVO LEON               ,GUADALUPE      ,"25.7176106,-100.2469821,13.21",432,25983000,15559000,13142000,13088000,13344000,14892000,12948000,16040000,12777000,11801000,10829000,10547000
PUEBLA                   ,PUEBLA         ,"19.0100686,-98.3313274,12",433,17593000,13126000,10932000,10395000,11741000,11563000,10640000,11933000,10399000,10674000,9367000,12212000
VERACRUZ                 ,PEROTE         ,"19.4230491,-97.5869179,10",434,38286000,28194000,22181000,21545000,23235000,24165000,20847000,22996000,21122000,21187000,19146000,24958000
TABASCO                  ,TEAPA          ,"17.5533678,-92.9510283,17.25",435,35084000,23397000,16734000,15190000,18367000,17593000,15321000,17911000,16228000,15564000,15606000,15886000
CHIAPAS                  ,PALENQUE       ,"17.5119351,-91.9915705,18.25",436,56433000,40098000,32325000,30010000,34845000,35457000,30024000,34790000,31752000,31499000,27648000,27746000
OAXACA                   ,SALINA CRUZ    ,"16.2118992,-95.2065553,19",437,21259000,13826000,10669000,10605000,12519000,12790000,10274000,11069000,11219000,10956000,9366000,11120000
MICHOACAN                ,LA PIEDAD      ,"20.3430444,-102.0277494,17",438,28467000,23431000,18167000,17309000,20017000,19246000,18062000,19446000,15876000,16345000,15553000,19871000
YUCATAN                  ,MERIDA         ,"20.9954549,-89.5533535,18.5",439,45194000,25503000,20167000,19063000,22601000,20354000,17824000,21235000,20469000,19057000,18370000,17393000
PUEBLA                   ,HUAUCHINANGO   ,"20.2037745,-97.9945033,16.54",440,27655000,22927000,17945000,17398000,19436000,19661000,16780000,19800000,17468000,17744000,15763000,20152000
VERACRUZ                 ,PANUCO         ,"22.0587553,-98.6646787,10",441,35020000,22038000,17762000,16627000,18614000,18526000,16073000,20435000,18797000,17894000,17043000,16088000
TAMAULIPAS               ,VALLE HERMOSO  ,"25.6829891,-97.8143908,21",442,23716000,15157000,12880000,12250000,15024000,15174000,12713000,15131000,13229000,13273000,11229000,10424000
BAJA CALIFORNIA NORTE    ,TIJUANA        ,"32.5060991,-116.9561937,13",443,24401000,13839000,13445000,14175000,14714000,14625000,13965000,14001000,12440000,12661000,11063000,11134000
BAJA CALIFORNIA NORTE    ,TIJUANA        ,"32.4606016,-116.9527888,13",444,16617000,10617000,10356000,9306000,9962000,10774000,10121000,10537000,9151000,9715000,8469000,7916000
TLAXCALA                 ,TLAXCALA       ,"19.3202242,-98.2373392,18.29",445,26990000,20702000,17173000,17989000,19946000,17447000,16588000,18639000,17303000,17373000,15755000,20096000
VERACRUZ                 ,VERACRUZ       ,"19.1903276,-96.1407792,17.5",446,15005000,10485000,8058000,7475000,8300000,8624000,8480000,9213000,8520000,7620000,7117000,7926000
GUERRERO                 ,IGUALA         ,"18.2053603,-99.4063108,19.67",447,40065000,27330000,21466000,20235000,23370000,24960000,21008000,23899000,21177000,21616000,18700000,23396000
ESTADO DE MEXICO         ,SN VICENTE CHIC,"19.4012631,-99.0005815,13",448,7313000,5588000,4422000,3967000,4514000,4472000,3536000,4627000,4104000,4516000,3946000,4941000
ESTADO DE MEXICO         ,TEXCOCO        ,"19.4026899,-98.9945981,13",449,18808000,13532000,11813000,11481000,12301000,11866000,10893000,12674000,11064000,10117000,9944000,14518000
ESTADO DE MEXICO         ,TEXCOCO        ,"19.5032265,-98.9417534,13",450,7026000,5634000,4470000,4099000,4665000,4769000,4533000,4776000,4229000,4269000,4028000,5902000
DURANGO                  ,LERDO          ,"25.5465043,-103.5202493,20",451,18564000,10798000,8166000,7803000,9313000,9198000,8975000,10740000,8974000,8013000,7180000,6520000
HIDALGO                  ,TEPEJI DEL RIO ,"19.9046848,-99.3399375,21",452,29042000,19976000,17615000,16107000,18115000,19332000,17418000,19376000,15901000,16634000,15803000,20189000
ESTADO DE MEXICO         ,TOLUCA         ,"19.2840982,-99.7394013,12",453,19324000,16049000,14319000,13310000,13882000,14665000,12621000,14607000,13130000,13096000,12380000,16967000
ESTADO DE MEXICO         ,IXTAPALUCA     ,"19.3167405,-98.9801594,12.5",454,19988000,13756000,10919000,10561000,11768000,11653000,10711000,12720000,10955000,10844000,10085000,13543000
PUEBLA                   ,TEHUACAN       ,"18.4616596,-97.3989109,16.75",455,41802000,31179000,27479000,26164000,29042000,28764000,23905000,27551000,25036000,24542000,21744000,28296000
OAXACA                   ,TUXTEPEC OAXACA,"18.08391,-96.1262818,19.75",456,37933000,24860000,20221000,19892000,21973000,22297000,18901000,22804000,19846000,20399000,17368000,20395000
OAXACA                   ,JUCHITAN DE ZAR,"16.4333132,-95.0221325,19.25",457,29953000,23141000,17327000,17914000,20503000,18841000,16566000,19517000,19104000,18330000,17634000,17896000
ESTADO DE MEXICO         ,ECATEPEC DE MOR,"19.6406879,-99.1443101,12",458,11008000,8263000,6531000,6259000,6361000,6757000,5887000,7149000,5667000,6146000,6173000,7566000
VERACRUZ                 ,TUXPAN         ,"20.949637,-97.4511113,14",459,31644000,19790000,15207000,14203000,17980000,17559000,15184000,18296000,16424000,14794000,13896000,14978000
ESTADO DE MEXICO         ,TOLUCA         ,"19.2944678,-99.6906495,12",460,16764000,14310000,10719000,10549000,12627000,11967000,10714000,12494000,10699000,11478000,9654000,12967000
ESTADO DE MEXICO         ,TENANGO DEL VAL,"19.1034049,-99.7337794,12",461,23910000,19598000,16369000,15628000,16719000,16966000,14683000,17729000,15362000,16628000,14748000,20876000
DISTRITO FEDERAL         ,IZTAPALAPA     ,"19.3653392,-99.1304328,14.25",462,56438000,39649000,32503000,31874000,32577000,32040000,29951000,35037000,30545000,30166000,27345000,36655000
NUEVO LEON               ,JUAREZ         ,"25.6561774,-100.1573492,13",463,44621000,28712000,23932000,22673000,24590000,26186000,22640000,27483000,23138000,21907000,19488000,18633000
BAJA CALIFORNIA NORTE    ,MEXICALI       ,"32.6215208,-115.6102415,12",464,37878000,19915000,15761000,14912000,16997000,16538000,16197000,17920000,16169000,15211000,13548000,11913000
BAJA CALIFORNIA NORTE    ,"ROSARITO B,C   ","32.3760834,-117.0957828,14",465,27810000,16094000,14135000,14119000,15841000,14993000,13814000,14577000,12718000,13430000,12085000,11918000
TAMAULIPAS               ,MIGUEL ALEMAN  ,"26.398076,-99.0295645,21",466,17331000,10709000,8449000,8432000,9913000,9828000,9262000,12083000,11449000,11622000,9273000,9036000
GUANAJUATO               ,PENJAMO        ,"20.4297877,-101.7449359,14",467,26083000,18506000,14976000,14133000,15690000,16023000,13969000,14876000,13123000,14312000,13771000,18500000
ESTADO DE MEXICO         ,NAUCALPAN      ,"19.4815677,-99.3018055,13",468,14735000,12525000,10504000,10036000,10522000,11103000,10532000,10054000,10639000,10288000,8582000,11476000
JALISCO                  ,GUADALAJARA    ,"20.6591086,-103.4912958,12",469,7120000,4284000,3621000,3538000,4194000,4029000,3641000,4468000,3613000,3684000,3170000,3415000
YUCATAN                  ,VALLADOLID     ,"20.6892317,-88.2029643,18.75",470,47949000,37774000,29779000,30352000,32739000,30212000,27017000,30209000,27730000,28570000,26661000,25468000
ESTADO DE MEXICO         ,ATIZAPAN D ZARA,"19.5702582,-99.3978431,12",471,19048000,12491000,9676000,10939000,12094000,11793000,11619000,13384000,12065000,11770000,10164000,14495000
VERACRUZ                 ,COSAMALOAPAN   ,"18.3648849,-95.7981333,16",472,31141000,22747000,16745000,16986000,19205000,19345000,16685000,18624000,17527000,16804000,15346000,19400000
GUERRERO                 ,TAXCO          ,"18.5526883,-99.6031008,20.79",473,19099000,17717000,14294000,12797000,14252000,14288000,13077000,14261000,12614000,12847000,11028000,13488000
CHIHUAHUA                ,CD JUAREZ      ,"31.5990162,-106.3914212,15",474,45399000,34804000,26128000,23697000,25722000,28662000,26089000,29573000,24348000,22102000,20836000,19209000
NUEVO LEON               ,APODACA        ,"25.7822035,-100.3068924,13",475,44530000,28797000,23864000,22161000,26899000,27873000,23384000,27843000,23808000,22772000,19510000,17723000
SINALOA                  ,CULIACAN       ,"24.7640459,-107.4565314,17",476,26437000,15280000,13278000,11978000,12777000,12954000,12093000,14132000,13683000,12481000,11006000,9984000
CHIHUAHUA                ,CD JUAREZ      ,"31.6222025,-106.401464,16.5",477,30323000,19322000,15824000,14666000,15822000,15894000,15675000,16738000,15101000,13996000,11748000,10476000
GUANAJUATO               ,SN LUIS DE LA P,"21.2977713,-101.1028004,10",478,37201000,30454000,24940000,23420000,25583000,25286000,22790000,26658000,22063000,22890000,20145000,26768000
ESTADO DE MEXICO         ,TECAMAC        ,"19.4731968,-99.2645619,13.92",479,16984000,13105000,10413000,10597000,11772000,10939000,9899000,12466000,9982000,10603000,9251000,12866000
GUANAJUATO               ,GUANAJUATO     ,"21.0206591,-101.344451,12",480,29299000,21934000,17075000,17439000,18901000,16292000,16885000,19642000,17238000,16902000,15605000,20283000
GUANAJUATO               ,URIANGATO      ,"20.2069712,-101.2632141,12",481,27674000,26400000,18957000,17432000,19979000,20413000,18024000,20963000,18403000,18552000,16892000,25075000
BAJA CALIFORNIA NORTE    ,TIJUANA        ,"32.4814325,-116.9241769,13.5",482,31336000,19440000,17776000,17080000,19192000,18482000,17647000,18670000,16067000,16630000,15153000,14041000
ESTADO DE MEXICO         ,ECATEPEC DE MOR,"19.6021988,-99.0722199,12.75",483,29665000,24763000,18765000,18277000,20902000,20043000,17218000,20842000,17010000,16677000,16049000,21964000
BAJA CALIFORNIA SUR      ,CD CONSTITUCION,"25.0288511,-111.7079904,14",484,41540000,24519000,21220000,16920000,21222000,21554000,19409000,20624000,19467000,19648000,17753000,16612000
ESTADO DE MEXICO         ,ATLACOMULCO    ,"19.7975358,-99.9251149,13",485,66805000,57828000,46162000,44216000,50498000,50147000,41950000,49294000,44982000,44853000,40054000,49861000
MICHOACAN                ,ZITACUARO      ,"19.4368094,-100.3619125,16",486,44870000,38053000,29966000,27669000,32007000,31656000,28322000,31547000,28116000,29548000,25600000,33092000
ESTADO DE MEXICO         ,ECATEPEC DE MOR,"19.5540477,-99.0777098,14",487,17647000,11525000,9078000,8754000,10071000,9621000,9272000,11174000,8956000,9218000,7792000,11285000
MICHOACAN                ,TACAMBARO      ,"19.4855419,-102.1070022,10",488,29170000,27925000,21202000,19725000,21721000,21879000,20551000,23894000,21237000,19639000,19015000,24637000
PUEBLA                   ,TEZIUTLAN      ,"19.8214428,-97.3720309,15.25",489,22494000,18299000,13508000,12156000,14672000,16202000,14962000,18275000,15550000,15713000,14720000,19000000
NAYARIT                  ,TEPIC          ,"21.4911969,-104.867688,20.75",490,11418000,6136000,4529000,4328000,4925000,4457000,4111000,4516000,4167000,3597000,3651000,3476000
ESTADO DE MEXICO         ,JILOTEPEC DE MO,"19.8864156,-99.7322728,10.5",491,37860000,30088000,25676000,23887000,26701000,24946000,22993000,26799000,23803000,22732000,20568000,26460000
HIDALGO                  ,HUICHAPAN      ,"20.3757827,-99.6559678,21",492,17914000,13985000,12087000,12684000,13385000,12237000,10828000,12169000,9845000,11042000,10069000,13032000
NAYARIT                  ,TUXPAN         ,"21.9447513,-105.2981226,20",493,28796000,19081000,11701000,13381000,15637000,15143000,13292000,15989000,14893000,14428000,13739000,14489000
MICHOACAN                ,URUAPAN        ,"19.4165985,-102.0865601,13",494,25308000,20974000,17488000,15383000,17641000,17968000,15769000,18059000,15031000,15699000,14588000,23742000
ESTADO DE MEXICO         ,CUAUTITLAN IZCA,"19.6690086,-99.1988397,14",495,7946000,5030000,4270000,4200000,5207000,5354000,5180000,7086000,6612000,6410000,6033000,8451000
ESTADO DE MEXICO         ,TEJUPILCO      ,"18.9054542,-100.2711001,12",496,28207000,26183000,20263000,18365000,20849000,22649000,18568000,21642000,20234000,19643000,17778000,22280000
SINALOA                  ,CULIACAN       ,"24.73763,-107.3991521,16.5",497,1228000,818000,749000,529000,551000,740000,685000,557000,429000,688000,465000,511000
DISTRITO FEDERAL         ,VENUSTIANO CARR,"19.4059491,-99.1678621,14",498,1398000,1419000,1320000,1335000,1687000,1440000,1181000,1224000,1150000,1285000,1292000,1268000
OAXACA                   ,HUAJUAPAN DE LE,"17.8094155,-97.7756448,20.08",499,39957000,34282000,26286000,25039000,28603000,28394000,25589000,28707000,26246000,27008000,24754000,28902000
TLAXCALA                 ,HUAMANTLA      ,"19.3133052,-97.9229397,17.75",500,35106000,26218000,21567000,20480000,23241000,24044000,19903000,23649000,20907000,20743000,18444000,26551000
COAHUILA                 ,RAMOS ARISPE   ,"25.5489183,-100.9454217,17",501,29507000,17486000,14779000,14448000,15354000,17761000,17139000,20263000,16187000,15820000,13837000,13508000
CAMPECHE                 ,CD DEL CARMEN  ,"18.6413733,-91.8394832,20",502,28688000,16214000,13465000,12072000,14715000,14372000,12330000,13834000,12484000,13091000,11774000,11884000
NUEVO LEON               ,MONTERREY      ,"25.6968235,-100.3451745,13",503,17861000,11933000,11787000,9015000,9859000,10445000,9708000,10901000,8441000,8188000,6873000,6682000
VERACRUZ                 ,PAPANTLA VER   ,"20.4429631,-97.3447503,13.75",504,36516000,24003000,21341000,20677000,24664000,24708000,20515000,23834000,21661000,21714000,20075000,22330000
ESTADO DE MEXICO         ,NICOLAS ROMERO ,"19.6229289,-99.3884543,13",505,38325000,29712000,24042000,21666000,24698000,24961000,22686000,29336000,24931000,25896000,23739000,32023000
ZACATECAS                ,OJO CALIENTE   ,"22.6718965,-102.582671,11",506,21147000,14440000,11715000,11617000,12264000,13289000,11887000,14817000,11100000,11610000,10152000,11026000
VERACRUZ                 ,CORDOBA        ,"18.8922885,-96.9424509,15.5",507,24692000,18105000,15058000,14291000,16459000,15831000,14804000,16726000,14455000,15444000,13576000,19160000
JALISCO                  ,GUADALAJARA    ,"20.6740436,-103.3550359,16.5",508,3594000,1681000,1604000,1363000,1766000,1619000,1523000,1703000,1396000,1567000,1116000,979000
JALISCO                  ,CD GUZMAN JAL  ,"19.6980671,-103.5211065,13.75",509,3704000,2542000,2271000,2445000,2375000,2311000,1822000,2161000,2048000,1911000,1714000,2016000
HIDALGO                  ,IXMIQUILPAN    ,"20.470756,-99.2081188,20",510,13700000,10548000,9040000,8672000,9846000,9674000,8563000,10047000,7871000,8205000,7924000,8959000
VERACRUZ                 ,MANLIO FABIO AL,"19.0742124,-96.4442599,12.25",511,2629000,1902000,1567000,1725000,2022000,1836000,1805000,1736000,1560000,1748000,1303000,1686000
COAHUILA                 ,PIEDRAS NEGRAS ,"28.6859106,-100.5463853,20",512,4674000,3170000,3531000,3708000,3992000,3433000,3680000,3886000,3365000,3806000,3039000,2441000
JALISCO                  ,GUADALAJARA    ,"20.6770328,-103.3527761,14.17",513,3927000,2613000,2394000,2505000,2922000,2683000,2573000,2383000,2261000,2576000,2298000,2070000
JALISCO                  ,GUADALAJARA    ,"20.6744944,-103.3448475,13.42",514,1880000,1565000,1869000,1472000,1835000,1619000,1494000,1586000,1293000,1428000,1343000,1179000
JALISCO                  ,TLAQUEPAQUE    ,"20.6034656,-103.4868845,12",515,2320000,1186000,1044000,1281000,1633000,1117000,1082000,1304000,1068000,976000,878000,851000
JALISCO                  ,ZAPOPAN        ,"20.7989667,-103.6218452,12",516,2661000,1556000,1685000,1347000,1627000,1633000,1535000,1445000,1306000,1341000,1153000,946000
AGUASCALIENTES           ,AGUASCALIENTES ,"21.8830642,-102.3096457,15.75",517,2112000,1239000,1087000,1074000,1308000,1214000,1185000,1278000,1080000,1054000,776000,809000
COLIMA                   ,MANZANILLO COL.,"19.0501108,-104.3188404,21",518,4710000,3811000,3687000,3331000,3459000,2814000,2542000,3305000,2579000,2792000,2131000,2314000
GUANAJUATO               ,CELAYA         ,"20.5200139,-100.8129514,17.54",519,3877000,3237000,3670000,3181000,3829000,3787000,2980000,3087000,2648000,2809000,2598000,3152000
GUANAJUATO               ,CELAYA         ,"20.5263887,-100.827128,14.75",520,3800000,2903000,2878000,2641000,2964000,2887000,2748000,3018000,2584000,3020000,2375000,3122000
GUANAJUATO               ,GUANAJUATO     ,"21.0206591,-101.344451,12",521,6740000,4886000,4719000,4510000,5402000,5425000,4368000,4798000,4319000,4724000,3857000,4286000
GUANAJUATO               ,SALAMANCA      ,"20.5688997,-101.210654,15",522,5188000,4260000,4061000,3779000,4237000,4071000,3489000,4020000,3594000,3497000,3239000,3075000
MICHOACAN                ,APATZINGAN     ,"19.0853416,-102.3829724,14",523,5004000,5152000,5381000,5294000,5326000,5364000,4950000,4567000,4146000,4401000,4674000,4043000
MICHOACAN                ,LA PIEDAD      ,"20.3430444,-102.0277494,17",524,2317000,2188000,2007000,2101000,2726000,2530000,1975000,2133000,1863000,2062000,1785000,1988000
AGUASCALIENTES           ,AGUASCALIENTES ,"21.911847,-102.3187041,14",525,2111000,964000,889000,731000,1234000,977000,755000,917000,865000,837000,647000,585000
TABASCO                  ,VILLAHERMOSA   ,"17.9710055,-92.9236836,19",526,1735000,1130000,1080000,1067000,1231000,1233000,1143000,1274000,1090000,1395000,1129000,1292000
CHIAPAS                  ,TUXTLA GUTIERRE,"16.7483986,-93.0830323,17.21",527,1803000,1881000,1930000,1896000,2116000,1771000,1512000,1881000,1571000,1641000,1256000,1526000
MICHOACAN                ,ZACAPU         ,"19.4855419,-102.1070022,10",528,2826000,2227000,1679000,1931000,2010000,2235000,1773000,2072000,1845000,1806000,1763000,1968000
MICHOACAN                ,MORELIA        ,"19.6987797,-101.1971726,16.25",529,1974000,1457000,1323000,1534000,1681000,1559000,1317000,1620000,1577000,1540000,1435000,1705000
MICHOACAN                ,ZAMORA         ,"19.9864366,-102.3645506,13",530,6610000,5175000,4295000,4014000,5107000,4296000,4558000,4507000,3986000,3974000,4019000,4356000
DISTRITO FEDERAL         ,GUSTAVO A MADER,"19.4808177,-99.1247035,13.75",531,2905000,2262000,2425000,2308000,2555000,2127000,1976000,2126000,2311000,2146000,1847000,2378000
DISTRITO FEDERAL         ,GUSTAVO A MADER,"19.5192142,-99.1613746,17",532,1933000,1376000,1462000,1328000,1672000,1394000,1144000,1379000,1386000,1289000,1300000,1842000
SAN LUIS POTOSI          ,SAN LUIS POTOSI,"22.1559505,-100.9970003,14.67",533,11315000,7122000,6280000,6419000,7268000,6936000,6157000,6413000,6005000,6616000,5364000,4880000
SINALOA                  ,GUASAVE        ,"25.5615078,-108.467291,16.04",534,5595000,3882000,2869000,2743000,2954000,3049000,2475000,2318000,2485000,2423000,1994000,2247000
NAYARIT                  ,TEPIC          ,"21.4912152,-104.8675827,20",535,7515000,5654000,5243000,4971000,4769000,4928000,3812000,4060000,3834000,3745000,3521000,3091000
ZACATECAS                ,FRESNILLO      ,"23.1744809,-102.9220865,13",536,5653000,3651000,3637000,4010000,4338000,4502000,3859000,4501000,3396000,3993000,3260000,3360000
ZACATECAS                ,ZACATECAS      ,"22.7622476,-102.6107105,14",537,1818000,1135000,991000,876000,1162000,1129000,936000,1331000,905000,1091000,855000,807000
VERACRUZ                 ,VERACRUZ       ,"19.1893066,-96.1464615,15.5",538,1840000,1015000,975000,821000,1139000,1068000,972000,1192000,914000,889000,810000,777000
JALISCO                  ,LA BARCA       ,"20.275764,-102.6309836,13",539,5761000,4048000,3129000,3050000,3773000,3859000,3238000,3297000,2813000,3054000,2773000,3658000
DISTRITO FEDERAL         ,MIGUEL HIDALGO ,"19.4058067,-99.2033109,15",540,1526000,1264000,1310000,1387000,1095000,1145000,1089000,1267000,1387000,1129000,963000,1158000
MICHOACAN                ,PATZCUARO      ,"19.5234872,-101.6406839,14",541,4834000,4780000,4244000,4073000,4434000,4421000,3849000,4411000,3806000,4335000,3967000,4725000
QUERETARO                ,QUERETARO      ,"20.6309519,-100.4075095,20",542,2566000,2013000,2425000,2174000,2729000,2331000,2152000,2392000,2123000,2290000,2047000,2192000
SAN LUIS POTOSI          ,MATEHUALA      ,"23.6470485,-100.6461383,17",543,3392000,2513000,2037000,2229000,2619000,2127000,1990000,2123000,1653000,1830000,1344000,1462000
SAN LUIS POTOSI          ,SAN LUIS POTOSI,"22.1289937,-100.9335221,15.67",544,16996000,13065000,11838000,11826000,13121000,12711000,11245000,13248000,10882000,10608000,9067000,9151000
SINALOA                  ,AHOME          ,"26.0646177,-109.0236932,17.46",545,21619000,13673000,10836000,9165000,10125000,9693000,8727000,9867000,9874000,9119000,7779000,6798000
DISTRITO FEDERAL         ,BENITO JUAREZ  ,"19.3728281,-99.1990822,16",546,3358000,2593000,2517000,2288000,3128000,2435000,2129000,2521000,2325000,2652000,2383000,2523000
DISTRITO FEDERAL         ,IZTAPALAPA     ,"19.3559716,-99.3943834,11",547,1744000,1076000,821000,924000,1075000,1140000,890000,1155000,1018000,1145000,1088000,1156000
SAN LUIS POTOSI          ,CD VALLES      ,"21.9842363,-99.0255378,15.75",548,2783000,1454000,1503000,1756000,1786000,1399000,1170000,1358000,1314000,1284000,1145000,1053000
DISTRITO FEDERAL         ,BENITO JUAREZ  ,"19.3759621,-99.1910169,14",549,3408000,2195000,2065000,2076000,2281000,2080000,1892000,2248000,2172000,2132000,1919000,1867000
ZACATECAS                ,GUADALUPE      ,"22.7776985,-102.582805,13.5",550,39198000,27580000,21532000,21258000,24318000,22941000,23000000,24885000,21154000,21277000,19417000,19661000
DISTRITO FEDERAL         ,ALVARO OBREGON ,"19.3422733,-99.2264266,14",551,3409000,3163000,2782000,3026000,3018000,3344000,2577000,3036000,3223000,2957000,2516000,2539000
ESTADO DE MEXICO         ,TLALNEPANTLA DE,"19.5613904,-99.3101409,12",552,2385000,1431000,1286000,1322000,1762000,1469000,1416000,1704000,1695000,1730000,1377000,1618000
DISTRITO FEDERAL         ,XOCHIMILCO     ,"19.2883414,-99.1610135,13.25",553,1993000,1662000,1689000,1605000,2044000,1713000,1456000,1810000,1354000,1320000,1278000,1301000
BAJA CALIFORNIA NORTE    ,MEXICALI       ,"32.58535,-115.5212989,12",554,4257000,3267000,3865000,3517000,3826000,3261000,3322000,3502000,3040000,3136000,2761000,2190000
TABASCO                  ,VILLAHERMOSA   ,"17.9973919,-92.9255188,18",555,1239000,990000,956000,959000,1087000,1093000,990000,991000,799000,1050000,777000,705000
GUERRERO                 ,CHILPANCINGO   ,"17.5489795,-99.5009535,19",556,7196000,7046000,7097000,6622000,7048000,6803000,6135000,6087000,6370000,6158000,5171000,5197000
GUERRERO                 ,IGUALA         ,"18.3437251,-99.5389193,19.29",557,5709000,5055000,4794000,4789000,4937000,5010000,3956000,4689000,4803000,4680000,4177000,4085000
ESTADO DE MEXICO         ,TOLUCA         ,"19.2888701,-99.7089791,13.25",558,2439000,2285000,1882000,1823000,1902000,1678000,1645000,1865000,1656000,1827000,1429000,1840000
HIDALGO                  ,PACHUCA        ,"20.1277466,-98.7318714,20.25",559,4910000,3808000,3922000,3945000,4778000,4264000,4181000,4548000,4324000,4215000,3630000,4007000
HIDALGO                  ,TULANCINGO     ,"20.0811257,-98.3673629,21",560,2814000,3052000,2397000,2658000,3224000,2876000,2335000,2441000,2278000,2617000,2185000,2380000
MORELOS                  ,CUAUTLA        ,"8.8122337,-98.951515,20",561,1570000,1524000,1168000,1029000,1015000,1609000,1377000,1946000,1606000,1450000,1453000,1741000
MORELOS                  ,CUERNAVACA     ,"18.9234676,-99.2350559,21",562,4293000,3105000,2907000,2990000,3710000,3347000,2668000,3180000,2431000,2923000,2454000,2709000
JALISCO                  ,LAGOS DE MORENO,"21.3544735,-101.9641464,14",563,7203000,4930000,5600000,4863000,5833000,4946000,4418000,4883000,4558000,4560000,3870000,3971000
COLIMA                   ,TECOMAN        ,"18.910147,-103.8735297,20",564,4359000,2058000,13000,1578000,3484000,3093000,3128000,3653000,2751000,3004000,2747000,3466000
ESTADO DE MEXICO         ,TOLUCA         ,"19.2944678,-99.6906495,12",565,2895000,2035000,1835000,1458000,2136000,1878000,1527000,2033000,1499000,1774000,1369000,1726000
CAMPECHE                 ,CD DEL CARMEN  ,"18.6381969,-91.8349444,20",566,3957000,2214000,2542000,2281000,2657000,2369000,2110000,2070000,1895000,2008000,1807000,1503000
CHIAPAS                  ,TAPACHULA      ,"14.8984205,-92.2489692,18.5",567,6224000,5547000,4718000,4995000,5516000,5287000,4551000,5018000,4654000,5203000,4743000,4654000
CHIAPAS                  ,TAPACHULA      ,"14.9084377,-92.2637675,18.75",568,3309000,2894000,2529000,2390000,2495000,2718000,2042000,2607000,1968000,2437000,2126000,2327000
CHIHUAHUA                ,CD JUAREZ      ,"31.6222025,-106.401464,16.5",569,6913000,4867000,4669000,4614000,5418000,4910000,4474000,5081000,4486000,4595000,3703000,4049000
CHIAPAS                  ,TUXTLA GUTIERRE,"16.7536523,-93.1181458,19.25",570,6071000,4568000,3905000,4069000,4780000,4404000,3531000,3779000,3543000,4029000,3361000,4063000
PUEBLA                   ,TEHUACAN       ,"18.4616596,-97.3989109,16.75",571,1541000,1280000,1023000,829000,1053000,1064000,903000,1207000,1042000,1279000,1021000,1149000
PUEBLA                   ,TEZIUTLAN      ,"19.8179334,-97.3653711,16",572,7527000,6080000,5793000,5527000,5991000,5685000,4764000,5256000,4846000,4419000,3956000,4361000
OAXACA                   ,OAXACA         ,"17.0599847,-96.7424431,15",573,1962000,1668000,1835000,1611000,1813000,1743000,1288000,1601000,1489000,1571000,1442000,1695000
OAXACA                   ,OAXACA         ,"17.0612137,-96.7290936,18",574,6658000,5208000,5115000,4630000,6086000,5392000,4938000,5434000,4868000,4762000,4579000,4482000
TABASCO                  ,CARDENAS       ,"17.9911928,-93.3759103,20.83",575,3855000,3035000,2950000,2742000,2746000,2916000,2829000,2602000,2451000,2698000,2515000,2402000
