Estado / Canal,Ciudad,latitud,longitud,Tienda,dic-22,nov-22,oct-22,sep-22,ago-22,jul-22,jun-22,may-22,abr-22,mar-22,feb-22,ene-22
GUANAJUATO               ,CELAYA         ,19.6491149,-99.3345273,415,10807.91,10807.91,9354.91,10807.91,10807.91,10335.22,9354.91,11790.71,11704.61,10919.43,10688.22,12666.5388
ESTADO DE MEXICO         ,ECATEPEC DE MOR,19.2619414,-98.9079876,416,12613.85,12613.85,11300.88,12753.88,11174.38,12141.16,11300.88,10651.48,10843.88,9912.46,9164.19,10896.9008
ESTADO DE MEXICO         ,CUAUTITLAN IZCA,19.3948784,-99.0787439,417,9979.91,10224.51,8526.91,9979.91,9979.91,9751.82,8526.91,10307.51,10499.91,9788.62,8820.22,10517.3488
ESTADO DE MEXICO         ,CHALCO         ,16.897128,-99.8189803,418,15410.08,15410.08,15473.74,11910.08,11910.08,13211.16,15473.74,11152.28,11228.65,10980.08,10750.39,12736.8928
DISTRITO FEDERAL         ,IZTACALCO      ,25.4438339,-100.964934,419,13942.8345,13942.8345,12489.8345,7470.33,12322.8345,13470.1445,12489.8345,12814.2345,12867.6645,11049.8345,10820.1445,12817.80802
GUERRERO                 ,ACAPULCO       ,25.8587478,-97.5306145,420,15649.91,15649.91,14540.88,15996.93,14889.8,15177.22,14540.88,11625.28,10159.15,9860.88,9631.19,11438.6208
COAHUILA                 ,SALTILLO       ,20.5466019,-100.3983202,421,25677.6245,25675.8145,25414.2745,20443.37,26867.2745,25349.1345,25414.2745,27522.4745,27834.9145,26457.2745,26227.5845,30690.43842
TAMAULIPAS               ,MATAMOROS      ,24.8346783,-107.4001981,422,15286.68,15283.63,13833.68,15276.01,15272.96,14797.22,13833.68,15779.6,16091.07,15815.06,15576.22,18357.8468
QUERETARO                ,QUERETARO      ,16.7617554,-93.1439621,423,22525.59,22525.59,21908.0029,18474.71,24898.6145,22052.9,21908.0029,25948.7245,26234.2745,25990.2745,25760.5845,30154.01962
SINALOA                  ,CULIACAN       ,32.5212244,-116.9662132,424,9265.1,9265.1,7812.1,8225.1,8225.1,8792.41,7812.1,7071.3,6991.79,6609.1,6379.41,7666.556
CHIAPAS                  ,TUXTLA GUTIERRE,17.7577055,-92.5930273,425,9790.91,9790.91,8337.91,9790.91,9790.91,9318.22,8337.91,10446.11,10830.91,10092.45,9754.22,11585.6856
BAJA CALIFORNIA NORTE    ,TIJUANA        ,20.664333,-103.3206751,426,9591.98,9591.98,8482.95,9935.95,9935.95,9119.29,8482.95,10263.55,10455.95,9307.45,8776.26,10446.902
TABASCO                  ,MACUSPANA      ,20.681217,-103.4995508,427,31473.58,31473.58,28725.53,29334.13,27750.05,31000.89,28725.53,25215.93,24130.53,23886.53,23656.84,27708.3748
JALISCO                  ,GUADALAJARA    ,22.9870737,-105.8556028,428,25986.11,25984.59,24531.59,25134.09,23554.59,25511.9,24531.59,23738.46,22525.59,22281.59,22051.9,25846.6444
JALISCO                  ,TLAQUEPAQUE    ,24.5912379,-107.3951559,429,25576.32,24657.58,22049.56,23502.56,23502.56,24184.89,22049.56,24157.76,24072.22,23092.56,22862.87,26787.3696
SINALOA                  ,"EL ROSARIO, SIN",23.1837586,-106.2162553,430,31624.59,31624.59,29482.19247,19503.71,25927.6145,31151.9,29482.19247,26419.0145,13074.6945,25990.2745,25760.5845,30148.71842
SINALOA                  ,COSTA RICA     ,19.8747244,-103.8008434,431,27875.48,27875.48,22445.56,24496.56,26271.5845,28479.8952,22445.56,28098.6445,27338.0245,26334.2445,26104.5545,30547.72362
SINALOA                  ,VILLA UNION    ,25.7176106,-100.2469821,432,22992.59,22992.59,21883.56,23336.56,23336.56,22519.9,21883.56,22951.76,23336.56,23092.56,22862.87,26787.3696
JALISCO                  ,TUXPAN         ,19.0100686,-98.3313274,433,29167.6145,29167.6145,24818.5845,19847.68,26271.5845,28694.9245,24818.5845,25985.1145,25242.5845,24998.5845,24768.8945,28998.35802
NUEVO LEON               ,GUADALUPE      ,19.4230491,-97.5869179,434,9591.98,9591.98,8138.98,9591.98,9591.98,9119.29,8138.98,9919.58,9958.25,8661.98,8432.29,10049.66
PUEBLA                   ,PUEBLA         ,17.5533678,-92.9510283,435,12322.8345,12322.8345,10869.8345,5898.93,12322.8345,11850.1445,10869.8345,13305.6345,12603.0145,11832.8845,11600.1445,13736.76002
VERACRUZ                 ,PEROTE         ,17.5119351,-91.9915705,436,24760.59,24760.59,23651.56,25104.56,25104.56,24287.9,23651.56,27259.22,27740.22,27496.22,27266.53,31900.3712
TABASCO                  ,TEAPA          ,16.2118992,-95.2065553,437,40961.44,40961.44,39852.41,41346.07,41346.07,27271.9,39852.41,42328.87,42906.07,42662.07,42391.72,62704.8512
CHIAPAS                  ,PALENQUE       ,20.3430444,-102.0277494,438,23572.59,23572.59,22119.59,23572.59,23572.59,23099.9,22119.59,24036.81,23926.59,23682.59,23452.9,27471.8044
OAXACA                   ,SALINA CRUZ    ,20.9954549,-89.5533535,439,26088.58,29707.58,23868.59,25321.59,25321.59,25615.89,23868.59,25408.59,25889.59,24216.21,22985.9,26930.0844
MICHOACAN                ,LA PIEDAD      ,20.2037745,-97.9945033,440,23365.59,23365.59,22256.56,23709.56,25045.22,22892.9,22256.56,25502.42,25139.22,24895.22,24665.53,28878.4552
YUCATAN                  ,MERIDA         ,22.0587553,-98.6646787,441,39902.5445,41678.0845,25430.6545,20500.43,26924.3145,26066.9945,25430.6545,27907.1145,28484.3145,28240.3145,28010.6245,32758.76482
PUEBLA                   ,HUAUCHINANGO   ,25.6829891,-97.8143908,442,26131.5545,26131.5545,24818.5845,19847.68,26273.1045,25658.8645,24818.5845,26762.9845,26998.8345,25000.4545,24768.8945,28998.35802
VERACRUZ                 ,PANUCO         ,32.5060991,-116.9561937,443,28373.6645,27772.6145,27539.6145,22568.71,28992.6145,27299.9245,27539.6145,28429.3345,26864.9945,26251.1845,24891.9245,29162.28922
TAMAULIPAS               ,VALLE HERMOSO  ,32.4606016,-116.9527888,444,22744.59,22744.59,21635.56,23088.56,23088.56,22271.9,21635.56,24751.82,24944.22,24700.22,24470.53,28652.2552
BAJA CALIFORNIA NORTE    ,TIJUANA        ,19.3202242,-98.2373392,445,10605.92,10605.92,9292.95,10745.95,10745.95,9929.29,9292.95,11238.87,11525.95,9857.41,9243.26,11015.1512
BAJA CALIFORNIA NORTE    ,TIJUANA        ,19.1903276,-96.1407792,446,23976.66,25572.35,22867.63,23478.23,22700.63,29053.84,22867.63,24174.83,25040.63,23807.71,23360.94,27365.1308
TLAXCALA                 ,TLAXCALA       ,18.2053603,-99.4063108,447,30951.61,30970.48,29160.17334,25672.26,32094.6445,30457.58,29160.17334,32907.5445,33382.4445,33146.0645,32898.0845,38456.51082
VERACRUZ                 ,VERACRUZ       ,19.4012631,-99.0005815,448,26366.4573,26366.4573,29679.9546,25119.0573,24746.4573,25893.7673,29679.9546,25401.6573,25080.9473,23733.4573,23503.7673,27530.81047
GUERRERO                 ,IGUALA         ,19.4026899,-98.9945981,449,34016.4445,34020.7345,29605.8645,24628.86,31051.2445,33687.9545,29605.8645,31752.6945,31761.9645,31751.2945,31518.5545,36831.50162
ESTADO DE MEXICO         ,SN VICENTE CHIC,19.5032265,-98.9417534,450,14610.22,14610.22,11990.83,10223.5,10223.5,14367.22,11990.83,10551.1,10429.94,9293.5,9293.5,10780.46
ESTADO DE MEXICO         ,TEXCOCO        ,25.5465043,-103.5202493,451,20965.1973,20965.1973,24870.8946,21105.2273,21105.2273,20492.5073,24870.8946,21760.42833,21518.1073,19834.0473,19604.3773,23007.49487
ESTADO DE MEXICO         ,TEXCOCO        ,19.9046848,-99.3399375,452,21304.16,21307.09,19991.19,19564.99,18204.19,21061.16,19991.19,27343.56969,27837.6673,26200.7373,26419.7373,30392.85527
DURANGO                  ,LERDO          ,19.2840982,-99.7394013,453,9750.22,9750.22,8641.19,10094.19,10094.19,9507.22,8641.19,10421.79,10614.19,9634.53,9164.19,10630.4604
HIDALGO                  ,TEPEJI DEL RIO ,19.3167405,-98.9801594,454,32604.59,32604.59,31987.0029,28553.71,32008.7245,32131.9,31987.0029,30918.4945,31110.8945,37012.0545,38700.7518,54428.85979
ESTADO DE MEXICO         ,TOLUCA         ,18.4616596,-97.3989109,455,24624.8445,24624.8445,23441.1845,18470.28,24894.1845,24152.1545,23441.1845,25133.3145,24125.1845,23881.1845,23651.4945,32155.13562
ESTADO DE MEXICO         ,IXTAPALUCA     ,18.08391,-96.1262818,456,9979.91,9979.91,9000.19,10453.19,10453.19,9507.22,9000.19,11315.39,10807.19,10563.19,10333.5,12255.0636
PUEBLA                   ,TEHUACAN       ,16.4333132,-95.0221325,457,15473.85,15473.85,14160.88,15613.88,15613.88,15001.16,14160.88,16760.48,15805.78,15380.88,15151.19,17841.8208
OAXACA                   ,TUXTEPEC OAXACA,19.6406879,-99.1443101,458,25984.59,25984.59,25004.87,26457.87,26459.39,25511.9,25004.87,25500.69,25882.44,24949.63,22992.18,26944.4452
OAXACA                   ,JUCHITAN DE ZAR,20.949637,-97.4511113,459,24568.53,24568.53,24287.09334,20786.99,27212.7645,24095.84,24287.09334,27866.0945,28250.8945,28006.8945,27777.2045,32487.99762
ESTADO DE MEXICO         ,ECATEPEC DE MOR,19.2944678,-99.6906495,460,14618.29,14618.29,13165.29,14618.29,11864.29,14375.29,13165.29,10895.89,11088.29,9035.29,8432.29,9781.4564
VERACRUZ                 ,TUXPAN         ,19.1034049,-99.7337794,461,30648.59,30648.59,28951.59,30404.59,30404.59,29932.9,28951.59,30019.79,30404.59,28803.76,27971.07,32886.8816
ESTADO DE MEXICO         ,TOLUCA         ,19.3653392,-99.1304328,462,10600.91,10600.91,9491.88,10944.88,10944.88,10128.22,9491.88,11763.88,11858.96,10794.88,10565.19,12522.0608
ESTADO DE MEXICO         ,TENANGO DEL VAL,25.6561774,-100.1573492,463,23746.3473,23746.3473,20550.3573,22003.3573,20805.0873,23030.6573,20550.3573,19576.64833,18393.0873,18149.0873,17919.3973,21052.94127
DISTRITO FEDERAL         ,IZTAPALAPA     ,32.6215208,-115.6102415,464,38251.5045,38249.6945,37988.1545,29908.37,18414.7445,38096.4345,37988.1545,18584.4945,17036.6445,16792.6445,16562.9545,19479.46762
NUEVO LEON               ,JUAREZ         ,32.3760834,-117.0957828,465,14663.85,14663.85,13350.88,14803.88,14803.88,14191.16,13350.88,15131.48,15167.1,13873.88,13644.19,16093.7008
BAJA CALIFORNIA NORTE    ,MEXICALI       ,26.398076,-99.0295645,466,16085.69,16071.96,14755.95,16208.95,12759.87,15596.23,14755.95,12017.87,10010.49,9771.06,9503.26,11293.76
BAJA CALIFORNIA NORTE    ,"ROSARITO B,C   ",20.4297877,-101.7449359,467,27510.59,29541.48,25682.08,27225.76,26966.56,26839.89,25682.08,26318.16,26512.08,25328.4,23381.87,27401.7868
TAMAULIPAS               ,MIGUEL ALEMAN  ,19.4815677,-99.3018055,468,25117.6145,25117.6145,23664.6145,18693.71,25117.6145,25034.9345,23664.6145,24323.6345,24431.6145,24187.6145,23957.9245,28057.63282
GUANAJUATO               ,PENJAMO        ,20.6591086,-103.4912958,469,25927.6145,28843.6145,24474.6145,19503.71,25927.6145,28694.9245,24474.6145,24929.6045,24752.6045,19566.37,19336.68,22696.9892
ESTADO DE MEXICO         ,NAUCALPAN      ,20.6892317,-88.2029643,470,24243.58,24243.58,21764.87,23217.87,23217.87,23770.89,21764.87,24364.47,25037.87,24323.53,23358.18,27363.6924
JALISCO                  ,GUADALAJARA    ,19.5702582,-99.3978431,471,14029.91,14029.91,12018.01,11599.91,11599.91,13557.22,12018.01,12255.11,11094.22,9595.98,9366.29,11131.3368
YUCATAN                  ,VALLADOLID     ,18.3648849,-95.7981333,472,25707.2873,21227.2873,29816.9246,25395.1573,24091.0573,20754.5973,29816.9246,23948.85833,23719.1573,22691.2573,22461.5673,26324.02767
ESTADO DE MEXICO         ,ATIZAPAN D ZARA,18.5526883,-99.6031008,473,27861.6445,31556.8745,26410.3545,20451.44,26875.3445,31716.1945,26410.3545,27368.2645,27656.8645,26888.2545,25372.6545,29698.71962
VERACRUZ                 ,COSAMALOAPAN   ,31.5990162,-106.3914212,474,17510.91,17510.91,16057.91,16263.51,15890.91,17038.22,16057.91,16873.71,16057.98,15397.91,15168.22,17861.5756
GUERRERO                 ,TAXCO          ,25.7822035,-100.3068924,475,39290.4745,39288.6645,39371.0945,34401.71,27607.2445,25454.9245,39371.0945,28098.6445,28387.2445,28143.2445,27913.5545,32651.46482
CHIHUAHUA                ,CD JUAREZ      ,24.7640459,-107.4565314,476,5898.93,5898.93,4830.58,6283.56,6283.56,5426.24,4830.58,6774.96,7063.56,6819.56,6549.21,7910.6896
NUEVO LEON               ,APODACA        ,31.6222025,-106.401464,477,17996.8345,17996.8345,16787.8345,11036.93,17460.8345,17524.1445,16787.8345,17708.2345,17888.2945,15961.8345,15507.1445,18254.72802
SINALOA                  ,CULIACAN       ,21.2977713,-101.1028004,478,5724.86,5724.86,4615.83,6068.83,6070.35,5252.17,4615.83,5684.03,6068.83,5824.83,5595.14,6759.7956
CHIHUAHUA                ,CD JUAREZ      ,19.4731968,-99.2645619,479,5439.86,5439.86,4574.83,6027.83,6027.83,5210.17,4574.83,6111.43,6303.83,6321.83,5867.14,7084.7
GUANAJUATO               ,SN LUIS DE LA P,21.0206591,-101.344451,480,37485.53,37481.91,43630.4973,39864.83,39864.83,23794.18,43630.4973,40206.47,38492.83,38250.35,38019.14,58921.1528
ESTADO DE MEXICO         ,TECAMAC        ,20.2069712,-101.2632141,481,15484.36,15484.36,14031.36,15484.36,9979.91,15011.67,14031.36,10307.51,10499.91,9906.17,8820.22,10507.4192
GUANAJUATO               ,GUANAJUATO     ,32.4814325,-116.9241769,482,30002.6145,30000.8045,27195.3745,20693.36,27263.2745,29674.1245,27195.3745,27031.0745,26234.2745,25990.2745,25760.5845,30148.71842
GUANAJUATO               ,URIANGATO      ,19.6021988,-99.0722199,483,26962.7145,26962.7145,24104.6845,19133.78,25557.6845,26490.0245,24104.6845,25455.0845,25911.6845,25667.6845,25437.9945,29774.51402
BAJA CALIFORNIA NORTE    ,TIJUANA        ,25.0288511,-111.7079904,484,24665.47,24665.45,23221.6,24674.63,24671.55,24192.76,23221.6,25338.94,25757.3,23358.98,22819.78,26778.0316
ESTADO DE MEXICO         ,ECATEPEC DE MOR,19.7975358,-99.9251149,485,28438.26,28432.99,26973.66,27651.11,27646.66,27953.97,26973.66,28143.33,15214.27,13543.5,13061.52,15282.5708
BAJA CALIFORNIA SUR      ,CD CONSTITUCION,19.4368094,-100.3619125,486,23875.3845,24442.3845,22422.3845,17453,23875.3845,29072.6945,22422.3845,23925.6045,23189.3845,24281.0445,24051.3545,28166.01162
ESTADO DE MEXICO         ,ATLACOMULCO    ,19.5540477,-99.0777098,487,31484.5645,31482.7545,31221.2145,26250.31,32674.2145,31156.0745,31221.2145,34667.7145,33713.8545,32999.5145,32769.8245,38279.43682
MICHOACAN                ,ZITACUARO      ,19.4855419,-102.1070022,488,26794.59,26794.59,25685.56,26944.16,23903.13,26321.9,25685.56,24087,22869.56,22631.66,22395.87,26245.6496
ESTADO DE MEXICO         ,ECATEPEC DE MOR,19.8214428,-97.3720309,489,9979.91,9979.91,8870.88,10325.4,10331.5,9507.22,8870.88,10672.82,9730.06,9418.27,9164.19,10900.4388
MICHOACAN                ,TACAMBARO      ,21.4911969,-104.867688,490,23554.59,23554.59,22574.87,24027.87,24027.87,23081.9,22574.87,24103.2,22998.87,22754.87,22525.18,26467.952
PUEBLA                   ,TEZIUTLAN      ,19.8864156,-99.7322728,491,26009.59,26007.78,24247.25,25700.25,25700.25,25681.1,24247.25,26355.45,26113.13,24084.25,23854.56,27937.73
NAYARIT                  ,TEPIC          ,20.3757827,-99.6559678,492,9750.22,9750.22,8641.19,10094.19,10094.19,9507.22,8641.19,10421.79,10614.19,9465.69,9164.19,10630.4604
ESTADO DE MEXICO         ,JILOTEPEC DE MO,21.9447513,-105.2981226,493,33863.53,33863.53,33452.78334,29952.68,36376.5845,33390.84,33452.78334,37195.5845,37676.5845,26475.2845,34187.8945,30081.79802
HIDALGO                  ,HUICHAPAN      ,19.4165985,-102.0865601,494,25551.11,25551.11,24098.11,25551.11,24416.27,25078.42,24098.11,23164.37,23320.59,21906.77,21677.08,25411.8532
NAYARIT                  ,TUXPAN         ,19.6690086,-99.1988397,495,25467.58,25467.58,22859.56,24317.13,25654.32,24994.89,22859.56,26477.89,26960.42,26713.37,26474.53,30987.5092
MICHOACAN                ,URUAPAN        ,18.9054542,-100.2711001,496,36976.22,35640.56,35867.19,21467.68,36020.19,36503.53,35867.19,26337.56,12546.46,24905.89,24665.53,28883.7564
ESTADO DE MEXICO         ,CUAUTITLAN IZCA,24.73763,-107.3991521,497,11599.91,11599.91,8530.66,9979.91,9979.91,11127.22,8530.66,10307.51,10499.91,10255.91,10026.22,11902.1568
ESTADO DE MEXICO         ,TEJUPILCO      ,19.4059491,-99.1678621,498,30083.6945,30081.8845,30164.3145,25193.41,31617.3145,29927.1045,30164.3145,31328.7145,31617.3145,31373.3145,31143.6245,34945.12122
SINALOA                  ,CULIACAN       ,17.8094155,-97.7756448,499,5896.52,5887.34,7474,9701.63,9131.64,4194.17,7474,9500.77,10334.98,9764.77,4797.14,10095.1088
DISTRITO FEDERAL         ,VENUSTIANO CARR,19.3133052,-97.9229397,500,23579.59,23577.78,21817.25,23270.25,23270.25,23423,21817.25,23434.05,23319.2,22683.25,22453.56,26312.57
OAXACA                   ,HUAJUAPAN DE LE,25.5489183,-100.9454217,501,29364.59,29364.59,29043.09334,25542.99,31966.8945,28891.9,29043.09334,32622.0945,31849.1345,30594.8945,30365.2045,35490.07762
TLAXCALA                 ,HUAMANTLA      ,18.6413733,-91.8394832,502,27604.59,27604.59,26624.87,25202.37,24027.87,27131.9,26624.87,24519.27,24807.87,24563.87,24334.18,28494.0892
COAHUILA                 ,RAMOS ARISPE   ,25.6968235,-100.3451745,503,22305.7645,22305.7645,20852.7645,15881.86,22305.7645,21833.0745,20852.7645,16209.46,16401.86,16157.86,15928.17,18743.1176
CAMPECHE                 ,CD DEL CARMEN  ,20.4429631,-97.3447503,504,12288.7,12288.72,10835.72,12288.7,12290.24,12019.96,10835.72,12943.9,13328.72,11010.38,10443.03,12380.332
NUEVO LEON               ,MONTERREY      ,19.6229289,-99.3884543,505,21200.8345,21200.8345,20091.8045,15120.9,21544.8045,20728.1445,20091.8045,21256.2045,21544.8045,15873.8045,15644.1145,18418.23002
VERACRUZ                 ,PAPANTLA VER   ,22.6718965,-102.582671,506,27604.59,27604.59,26495.56,24141.56,23898.56,27131.9,26495.56,24389.96,24678.56,22878.82,22395.87,26245.6496
ESTADO DE MEXICO         ,NICOLAS ROMERO ,18.8922885,-96.9424509,507,31274.59,31274.59,26925.56,30172.56,29714.22,30801.9,26925.56,30208.67,30494.22,29146.73,28211.53,32997.1164
ZACATECAS                ,OJO CALIENTE   ,20.6740436,-103.3550359,508,24470.59,24475.16,23017.59,24470.59,24470.59,23997.9,23017.59,24278.19,24470.59,24226.59,26666.9,25537.922
VERACRUZ                 ,CORDOBA        ,19.6980671,-103.5211065,509,25738.6145,25738.6145,24629.5845,19658.68,27418.2445,25265.9245,24629.5845,28564.8445,28816.1445,27788.2445,27558.5545,32254.22282
JALISCO                  ,GUADALAJARA    ,20.470756,-99.2081188,510,451,451,207,207,207,208,207,4710.05,8460.16,8697.19,8697.19,10088.7404
JALISCO                  ,GUADALAJARA    ,19.0742124,-96.4442599,511,9200.22,9200.22,8091.19,9284.19,9284.19,8957.22,8091.19,9447.99,9544.19,8914.27,8697.19,10088.7404
JALISCO                  ,CD GUZMAN JAL  ,28.6859106,-100.5463853,512,9773.88,9773.88,8320.88,9513.88,9518.45,9301.19,8320.88,9686.83,9773.88,9529.88,9300.19,11056.424
HIDALGO                  ,IXMIQUILPAN    ,20.6770328,-103.3527761,513,9475.71,9475.71,8022.71,9475.71,9475.71,9003.02,8022.71,9967.11,10255.71,10011.71,9782.02,11613.5836
VERACRUZ                 ,MANLIO FABIO AL,20.6744944,-103.3448475,514,20607.43,20605.62,20687.32,22140.32,22140.32,20508.63,20687.32,22304.12,22303.84,21553.32,21553.32,25001.8512
COAHUILA                 ,PIEDRAS NEGRAS ,20.6034656,-103.4868845,515,9284.19,9284.19,7831.19,9284.19,9284.19,9041.19,7831.19,9447.99,9176.36,8697.19,8697.19,10088.7404
JALISCO                  ,GUADALAJARA    ,20.7989667,-103.6218452,516,16471.36,16471.36,15018.36,15691.36,15691.36,15998.67,15018.36,9954.71,9372.98,9128.98,8899.29,10589.6168
JALISCO                  ,GUADALAJARA    ,21.8830642,-102.3096457,517,9429.91,9429.91,12649.65802,4666.86,11092.6345,12395.5075,12649.65802,10693.7745,10747.7645,10503.7645,10274.0745,12184.36682
JALISCO                  ,TLAQUEPAQUE    ,19.0501108,-104.3188404,518,9404.16,9200.22,7703.26,8896.26,8896.26,8957.22,7703.26,9060.06,9156.26,8912.26,8912.26,10338.2216
JALISCO                  ,ZAPOPAN        ,20.5200139,-100.8129514,519,9429.91,9429.91,8320.88,9513.88,9513.88,8957.22,8320.88,9677.68,9773.88,9204.26,8697.19,10355.1808
AGUASCALIENTES           ,AGUASCALIENTES ,20.5263887,-100.827128,520,9351.16,9351.16,8038.19,9491.19,9491.19,9108.16,8038.19,9818.79,9643.36,9164.19,9164.19,10630.4604
COLIMA                   ,MANZANILLO COL.,21.0206591,-101.344451,521,24763.58,24763.58,21811.59,22744.59,22744.59,24290.89,21811.59,23072.19,22179.19,21814.59,21584.9,25304.9244
GUANAJUATO               ,CELAYA         ,20.5688997,-101.210654,522,10111.98,10111.98,8658.98,9591.98,9591.98,9639.29,8658.98,9919.58,9219.54,8661.98,8432.29,10047.8968
GUANAJUATO               ,CELAYA         ,19.0853416,-102.3829724,523,9987.06,9979.91,8526.91,9979.91,9979.91,9507.22,8526.91,10307.51,9571.29,9049.91,8820.22,10497.8956
GUANAJUATO               ,GUANAJUATO     ,20.3430444,-102.0277494,524,21934.59,21934.59,20481.59,21934.59,21934.59,21461.9,20481.59,21857.19,21591.59,21347.59,21117.9,24763.2044
GUANAJUATO               ,SALAMANCA      ,21.911847,-102.3187041,525,20384.91,20384.91,18931.91,20384.91,20384.91,19912.22,18931.91,20555.73,19698.91,19454.91,19225.22,22567.6956
MICHOACAN                ,APATZINGAN     ,17.9710055,-92.9236836,526,26458.75,26458.75,25007.27,26458.75,24250.7596,25986.06,25007.27,23910.38,23557.31,23156.53,22926.84,26863.338
MICHOACAN                ,LA PIEDAD      ,16.7483986,-93.0830323,527,9144.16,8940.22,7831.19,9284.19,9284.19,8697.22,7831.19,9267.09,8941.19,8697.19,8697.19,10088.7404
AGUASCALIENTES           ,AGUASCALIENTES ,19.4855419,-102.1070022,528,8552.29,8552.29,7099.29,8552.29,8552.29,8309.29,7099.29,8716.09,8444.46,7965.29,7965.29,9239.7364
TABASCO                  ,VILLAHERMOSA   ,19.6987797,-101.1971726,529,9016.23,9016.23,7703.26,8896.26,8896.26,8773.23,7703.26,9060.06,8788.43,8309.26,8309.26,9638.7416
CHIAPAS                  ,TUXTLA GUTIERRE,19.9864366,-102.3645506,530,4437.17,4437.17,3328.14,4781.14,4781.14,4194.17,3328.14,4944.94,5041.14,4320.77,4194.14,4865.2024
MICHOACAN                ,ZACAPU         ,19.4808177,-99.1247035,531,9629.03,9629.01,8176.01,9629.03,9629.01,9386.03,8176.01,9792.83,9400.58,9042.03,9042.03,10488.7548
MICHOACAN                ,MORELIA        ,19.5192142,-99.1613746,532,10118.72,10118.7,13253.07874,5355.67,11779.5545,13084.3175,13253.07874,11943.3745,11671.7245,11201.9445,10962.8845,12983.38642
MICHOACAN                ,ZAMORA         ,22.1559505,-100.9970003,533,8866.99,8866.99,7413.99,8866.99,8866.99,8394.3,7413.99,8917.21,8187.09,7943.09,7707.3,9217.5224
DISTRITO FEDERAL         ,GUSTAVO A MADER,25.5615078,-108.467291,534,22122.48,22122.48,27296.8873,23531.22,23531.22,21649.79,27296.8873,23338.82,23531.22,23287.22,23057.53,27013.1752
DISTRITO FEDERAL         ,GUSTAVO A MADER,21.4912152,-104.8675827,535,23829.9,23829.9,21017.94,22470.94,22470.94,23586.9,21017.94,23288.54,22073.7,22797.53,22797.53,26445.1348
SAN LUIS POTOSI          ,SAN LUIS POTOSI,23.1744809,-102.9220865,536,8781.98,8781.98,7333.55,8781.98,8781.98,8309.29,7333.55,8945.78,9041.98,8240.24,7965.29,9509.7148
SINALOA                  ,GUASAVE        ,22.7622476,-102.6107105,537,10281.11,10281.11,8901.19,10094.19,10094.19,10038.11,8901.19,9447.99,9037.67,8697.19,8697.19,10088.7404
NAYARIT                  ,TEPIC          ,19.1893066,-96.1464615,538,9169.91,9169.91,8060.88,9513.88,9513.88,8697.22,8060.88,9677.68,9775.4,9186.17,8697.19,10355.1808
ZACATECAS                ,FRESNILLO      ,20.275764,-102.6309836,539,13867.57,13649.91,12543.93,13993.88,13995.4,13177.22,12543.93,14157.68,14255.4,13456.71,13177.19,15551.9808
ZACATECAS                ,ZACATECAS      ,19.4058067,-99.2033109,540,19986,19986.02,17034.03,19650.653,19678.49,19743,17034.03,19842.27,19842.01,19091.47,19091.49,22146.1052
VERACRUZ                 ,VERACRUZ       ,19.5234872,-101.6406839,541,9750.22,9750.22,8297.22,9750.22,9750.22,9507.22,8297.22,10077.82,9848.12,8820.22,8820.22,10231.4552
JALISCO                  ,LA BARCA       ,20.6309519,-100.4075095,542,9373.85,9169.91,8060.88,9513.88,9513.88,8697.22,8060.88,9237.49,9170.88,8926.88,8697.19,10355.1808
DISTRITO FEDERAL         ,MIGUEL HIDALGO ,23.6470485,-100.6461383,543,23839.59,23837.78,27295.9173,23270.25,23270.25,23511.1,27295.9173,23434.05,23530.25,23093.29,22453.56,26312.57
MICHOACAN                ,PATZCUARO      ,22.1289937,-100.9335221,544,9543.22,9543.22,8434.19,9887.19,9887.19,9300.22,8434.19,10214.79,9743.89,8957.19,8957.19,10390.3404
QUERETARO                ,QUERETARO      ,26.0646177,-109.0236932,545,8940.22,8940.22,7487.22,8940.22,8940.22,8697.22,7487.22,9104.02,9200.22,8763.26,8353.22,9689.7352
SAN LUIS POTOSI          ,MATEHUALA      ,19.3728281,-99.1990822,546,8940.22,8940.22,7487.22,8940.22,8940.22,8697.22,7487.22,9104.02,9200.22,8956.22,8956.22,10389.2152
SAN LUIS POTOSI          ,SAN LUIS POTOSI,19.3559716,-99.3943834,547,20124.01,18202.46,17047.56,18500.56,18500.56,17959.46,17047.56,18061.36,18157.56,17949.56,16881.62,19735.312
SINALOA                  ,AHOME          ,21.9842363,-99.0255378,548,27604.59,27604.59,25805.44247,18693.71,25117.6145,27131.9,25805.44247,25445.2145,24431.6145,24187.6145,23957.9245,28059.39602
DISTRITO FEDERAL         ,BENITO JUAREZ  ,19.3759621,-99.1910169,549,23553.84,23552.03,27150.1973,23384.53,23384.53,23455.04,27150.1973,23548.33,23644.53,22881.95,22797.53,26445.1348
DISTRITO FEDERAL         ,IZTAPALAPA     ,22.7776985,-102.582805,550,8488.05,8488.05,7035.05,8488.05,8488.05,8245.05,7035.05,8651.85,8591.27,7901.05,7901.05,9165.218
SAN LUIS POTOSI          ,CD VALLES      ,19.3422733,-99.2264266,551,9144.16,8940.22,7960.5,9413.5,9413.5,8697.22,7960.5,9577.3,9673.5,8977.25,8826.5,10238.74
DISTRITO FEDERAL         ,BENITO JUAREZ  ,19.5613904,-99.3101409,552,9750.22,9750.22,8297.22,9750.22,9750.22,9507.22,8297.22,10077.82,9606.92,8820.22,8820.22,10231.4552
