Estado / Canal,Ciudad,latitud,longitud,Tienda,dic-22,nov-22,oct-22,sep-22,ago-22,jul-22,jun-22,may-22,abr-22,mar-22,feb-22,ene-22
NUEVO LEON               ,SANTA CATARINA ,21.3528561,-103.2947495,1351,4781.14,4781.14,3328.14,4781.14,4781.14,4538.14,3328.14,4944.94,5041.14,4797.14,4797.14,5564.6824
CHIHUAHUA                ,CD JUAREZ      ,21.3868537,-99.3730148,1352,8380.14,8380.14,6683.14,8067.81,5713.76,7907.45,6683.14,5035.81,5021.66,5020.14,4790.45,5823.3624
SINALOA                  ,LOS MOCHIS     ,19.1018995,-96.1145188,1353,21940.69,21934.59,20484.64,27154.7773,24307.6145,21461.9,20484.64,25807.0745,25336.4545,25056.2745,24826.5845,29065.27842
ESTADO DE MEXICO         ,TECAMAC        ,17.4729463,-91.4292485,1354,24328.93,24328.93,21376.94,22829.94,22829.94,23856.24,21376.94,23157.54,23349.94,22418.52,21670.25,25403.9304
VERACRUZ                 ,NAOLINCO       ,25.3608323,-107.5629941,1355,25053.38,25053.4,23600.4,25053.38,23903.2,24580.69,23600.4,22554.98,22747.4,22503.38,22273.71,26103.9208
ESTADO DE MEXICO         ,ECATEPEC DE MOR,18.8913052,-96.9365335,1356,13362.86,13361.05,17536.68,18989.68,18989.68,0,17536.68,18550.48,18646.68,18402.68,18402.68,21347.1088
NUEVO LEON               ,MONTERREY      ,22.1955969,-101.0609026,1357,17504.26,17504.26,16051.26,17504.26,18695.72,17261.26,16051.26,18859.52,18955.72,18343.89,19238.72,20607.11
COAHUILA                 ,SALTILLO       ,20.0024971,-97.0646975,1358,16884.24,16884.24,15494.01,16947.03,16525.81,16641.24,15494.01,15654.63,15690.23,14397.03,14396.01,16699.3948
MICHOACAN                ,ZAMORA         ,18.5248955,-88.2957833,1359,21704.9,21704.9,20251.9,21704.9,21704.9,21461.9,20251.9,21627.5,21361.9,21117.9,21117.9,24496.764
PUEBLA                   ,ATLIXCO        ,16.86132,-99.8098314,1360,4781.14,4781.14,3328.14,4781.14,4781.14,4538.14,3328.14,4944.94,4474.32,4194.14,4194.14,4865.2024
OAXACA                   ,PUERTO ESCONDID,19.3606193,-99.3022278,1361,6057.17,6057.17,4604.17,6057.17,6057.17,5814.17,4604.17,6548.57,6602,4784.17,4784.17,5549.6372
VERACRUZ                 ,VERACRUZ       ,21.0925207,-101.6660111,1362,12073.19,12073.19,10620.19,12073.19,12073.19,11600.5,10620.19,10780.79,9960.15,9523.19,9293.5,11046.9004
JALISCO                  ,YAHUALICA      ,27.4857547,-109.951699,1363,22278.56,22278.56,20827.08,22280.08,22278.56,21805.87,20827.08,21863.55,21940.13,21697.66,21461.87,25165.7476
SAN LUIS POTOSI          ,XILITLA        ,25.7167657,-100.3838361,1364,24837.87,24837.87,23384.87,24837.87,24837.87,24365.18,23384.87,25493.07,23610.59,23221.87,22992.18,26937.3692
VERACRUZ                 ,BOCA DEL RIO   ,18.9256941,-99.1995676,1365,19418.22,19418.22,17721.22,18518.12,18364.22,19175.22,17721.22,18691.82,17714.4,17678.22,17678.22,24091.1352
TABASCO                  ,TENOSIQUE      ,17.9797649,-92.9423572,1366,29103.58,29103.58,26151.59,22744.59,22744.59,28630.89,26151.59,21866.19,22058.59,21814.59,21584.9,25304.9244
SINALOA                  ,BADIRAGUATO    ,24.7585462,-107.7065712,1367,22357,22127.31,20674.31,22357,22357,21884.31,20674.31,22166.02,21441.31,21427,20975.27,24331.3132
VERACRUZ                 ,CORDOBA        ,17.0505521,-96.7274585,1368,11555.95,11555.95,10102.95,11555.95,10988.95,11083.26,10102.95,9059.07,9268.24,9018.15,8776.26,10450.44
SAN LUIS POTOSI          ,SAN LUIS POTOSI,16.3317796,-96.5965449,1369,16015.8845,16015.8845,14564.4045,9596.55,11514.3545,15543.1945,14564.4045,11841.9545,12040.4545,10584.3545,10353.1445,12276.08802
VERACRUZ                 ,VEGA DE ALATO  ,16.8766827,-95.0403619,1370,14179.9973,14179.9973,12726.9973,14179.9973,14179.9973,13936.9973,12726.9973,14343.79833,14403.8173,13592.9973,13592.9973,15767.87687
QUINTANA ROO             ,CHETUMAL       ,19.5694779,-99.2909149,1371,14029.91,14029.91,12576.91,13908.41,9979.91,13557.22,12576.91,10307.51,10427.55,9049.91,8820.22,10497.8956
GUERRERO                 ,ACAPULCO       ,21.0355842,-104.3718889,1372,26130.6,26128.79,31085.9173,27247.35,24890.25,25984.104,31085.9173,24965.58,23861.25,23617.25,23387.56,27396.01
DISTRITO FEDERAL         ,CUAJIMALPA     ,19.6500611,-99.0704635,1373,18608.22,18608.22,17155.22,18608.22,19799.68,18365.22,17155.22,18628.87,18646.68,18402.68,18402.68,21347.1088
GUANAJUATO               ,LEON           ,19.3666951,-96.6614005,1374,10327.98,10323.88,8626.88,10079.88,10079.88,9851.19,8626.88,10407.48,10021,9393.88,9164.19,10896.9008
SONORA                   ,CD OBREGON     ,19.1514875,-97.0014453,1375,31533.58,31533.58,27447.59,24364.59,24364.59,31060.89,27447.59,24947.43,22992.59,22748.59,22518.9,26388.3644
NUEVO LEON               ,MONTERREY      ,19.1319732,-96.1442465,1376,13985.95,13985.95,12532.95,11636.95,9935.95,13513.26,12532.95,10263.55,10455.95,9440.11,8776.26,10446.902
MORELOS                  ,CUERNAVACA     ,18.8502644,-97.1152558,1377,11599.91,11599.91,10146.91,10239.11,9979.91,11127.22,10146.91,10066.31,9293.91,9049.91,8820.22,10497.8956
TABASCO                  ,VILLAHERMOSA   ,18.3646077,-95.8048891,1378,15994.22,15994.22,14541.22,14957.42,12754.22,15521.53,14541.22,13409.42,11768.14,11138.22,10908.53,12920.3352
SINALOA                  ,NAVOLATO       ,19.2832938,-98.4408293,1379,24625.8345,24625.8345,23172.8345,18201.93,25961.4945,24178.8945,23172.8345,25763.4945,25618.4945,25374.4945,25170.5545,29436.58282
OAXACA                   ,OAXACA         ,32.5106077,-117.0931274,1380,14839.91,14839.91,13386.91,13260.41,12409.91,14367.22,13386.91,13228.91,13317.96,10450.91,10221.22,12192.0872
OAXACA                   ,MIAHUATLAN DE P,24.6567084,-107.5514271,1381,9642.02,9642.02,8189.02,9642.02,12869.7755,9399.02,8189.02,23186.47,22799.99,21928.87,21928.87,25437.4892
OAXACA                   ,MATIAS ROMERO  ,19.8445569,-90.5369892,1382,5247.17,5247.17,3794.17,5247.17,5247.17,5004.17,3794.17,4730.57,4561.17,4317.17,4317.17,5007.9172
ESTADO DE MEXICO         ,TLALNEPANTLA DE,27.0529332,-101.5505892,1383,10530.88,10530.88,9077.88,10530.88,10530.88,10058.19,9077.88,10858.48,11050.88,10812.98,10577.19,12507.7928
NAYARIT                  ,IXTLAN DEL RIO ,21.1794344,-105.1368081,1384,5720.45,5720.45,4267.45,5720.45,5720.45,5477.45,4267.45,6048.05,5540.97,4790.45,4790.45,5556.922
ESTADO DE MEXICO         ,TECAMAC        ,20.5951475,-103.422171,1385,11599.91,11599.91,10146.91,11599.91,10117.61,11127.22,10146.91,9333.71,9429.91,8818.08,8353.22,9956.1756
VERACRUZ                 ,CARDEL         ,20.6034656,-103.4868845,1386,22514.9,22514.9,21061.9,22514.9,22514.9,22271.9,21061.9,22842.5,21901.26,21584.9,21584.9,25038.484
DISTRITO FEDERAL         ,IZTAPALAPA     ,20.1594608,-103.3323383,1387,17800.03,17798.22,17536.68,18989.68,18989.68,17701.23,17536.68,19153.48,19110.99,18402.68,18402.68,21347.1088
VERACRUZ                 ,"HUATUSCO, VER  ",18.8968259,-96.9595957,1388,9750.22,9750.22,8297.22,9750.22,9750.22,9507.22,8297.22,9800.44,9064.22,8820.22,8820.22,10231.4552
VERACRUZ                 ,BOCA DEL RIO   ,31.6547712,-106.5231812,1389,13075.57,13075.57,11622.57,13075.57,13075.57,12832.57,11622.57,10163.17,9185.75,8905.57,8905.57,10330.4612
VERACRUZ                 ,ORIZABA        ,22.1829891,-100.9568894,1390,14029.91,14029.91,12576.91,10984.31,10789.91,13557.22,12576.91,11281.31,10231.25,9516.91,9287.22,11039.6156
VERACRUZ                 ,COSAMALOAPAN   ,19.306835,-98.2407611,1391,25754.9,25754.9,24301.9,25754.9,24734.3,25511.9,24301.9,23816.3,23055.68,22051.9,22051.9,25580.204
PUEBLA                   ,SN MARTIN TEXME,18.9555392,-99.2373736,1392,11599.91,11604.48,10151.48,11599.91,11599.91,11127.22,10151.48,12256.63,12255.51,9986.13,9754.22,11581.3356
BAJA CALIFORNIA NORTE    ,TIJUANA        ,31.7160113,-106.5862226,1393,4738.05,4738.03,3285.03,4738.06,4738.03,4495.03,3285.03,4901.83,4823.18,4151.03,4151.05,4815.1948
SINALOA                  ,CULIACAN       ,19.0659518,-98.3218369,1394,25323.84,26522.11,29793.87874,19013.65,25340.3545,25576.14,29793.87874,25221.7345,24654.3545,24410.3545,24180.6645,28316.01122
CAMPECHE                 ,CAMPECHE       ,25.9086437,-100.3361757,1395,24393.59,24393.59,22940.59,24393.59,25729.25,23920.9,22940.59,25055.85,25729.25,25097.32,24867.63,29112.8912
COAHUILA                 ,SAN BUENAVENTU ,23.750246,-99.1581638,1396,25984.59,25984.59,24531.59,25984.59,25984.59,25511.9,24531.59,25019.79,25404.59,23566.66,22130.97,25938.3656
NAYARIT                  ,COMPOSTELA     ,26.822298,-108.3855529,1397,18144,18142.19,17880.65,19333.65,19333.65,18045.2,17880.65,19497.45,19575.56,18746.65,18746.65,21746.114
JALISCO                  ,TLAQUEPAQUE    ,28.8125285,-106.7589732,1398,27151.67,27146.86,24202.37,25782.79,24201.55,26674.17,24202.37,22995.81,23096.76,22781.46,22525.18,26468.0796
JALISCO                  ,GUADALAJARA    ,17.4476055,-95.4283241,1399,16557.8,16555.99,16294.45,17747.45,17747.45,16459,16294.45,17471.06,17404.45,17160.45,17160.45,19906.122
JALISCO                  ,TIZAPAN EL ALTO,19.9331227,-97.9749843,1400,19083.31,19081.5,18819.96,20272.96,20272.96,18880.79,18819.96,19551.34,19586.96,19342.96,19342.96,22437.8336
VERACRUZ                 ,CORDOBA        ,20.5505692,-103.4806266,1401,10789.91,10789.91,9336.91,10214.81,9979.91,10317.22,9336.91,10271.33,9293.91,9049.91,8820.22,10497.8956
CHIHUAHUA                ,CD JUAREZ      ,19.3534411,-96.5670891,1402,10323.88,10323.88,8870.88,10323.88,10323.88,9851.19,8870.88,9529.9,9637.88,9393.88,9164.19,10896.9008
SAN LUIS POTOSI          ,SOLEDAD DE GRAC,19.1679308,-96.2379136,1403,18865.54,18863.73,17103.2,18556.2,18556.2,18766.74,17103.2,18883.8,18099.34,17626.2,17626.2,20446.392
TLAXCALA                 ,TLAXCALA       ,31.7754066,-106.6305971,1404,13235.15,13222.96,11768.43,12443.83,11599.91,12747.22,11768.43,12265.78,12639.91,12397.43,12166.22,14386.3316
MORELOS                  ,CUERNAVACA     ,22.904641,-110.1747103,1405,23976.66,23978.18,22523.66,23347.91,22358.18,23503.97,22523.66,22252.08,22190.66,21946.66,21716.97,25458.1256
CHIHUAHUA                ,CD JUAREZ      ,25.5987531,-103.4037875,1406,10323.88,10323.88,8873.93,10328.45,10326.93,9851.19,8873.93,10615.3,9637.88,9393.88,9164.19,10896.9008
PUEBLA                   ,"CHOLULA,PUEBLA ",19.3928581,-98.9929182,1407,24364.59,24364.59,22911.59,24364.59,25700.25,23891.9,22911.59,26355.45,26740.25,24856.09,23854.56,27937.73
NUEVO LEON               ,GENERAL ZUAZUA ,22.489773,-105.3687941,1408,4437.17,4437.17,2984.17,4437.17,4437.17,4194.17,2984.17,4600.97,4208.74,3850.17,3850.17,4466.1972
TAMAULIPAS               ,CD VICTORIA    ,19.4448183,-99.1837533,1409,9643.19,9643.19,8190.19,9643.19,9643.19,9170.5,8190.19,9806.99,9903.19,9122.52,8826.5,10505.1804
CHIHUAHUA                ,GUACHOCHI      ,20.3661026,-103.8944113,1410,25527.7,25527.7,22778.7,22287.7,22287.7,25055.01,22778.7,21409.3,21601.7,32369.59,35680.52,54872.6936
CHIHUAHUA                ,ALDAMA         ,19.438074,-99.1761901,1411,22744.59,22744.59,21291.59,22744.59,22744.59,22271.9,21291.59,23072.19,23264.59,22333.17,21584.9,25304.9244
OAXACA                   ,MARIA LOMBARDO ,19.5694779,-99.2909149,1412,11337.4873,11337.4873,11093.4873,11093.4873,11093.4873,11094.4873,11093.4873,9473.48833,9473.4873,9473.4873,9473.4873,10989.24527
PUEBLA                   ,ZACATLAN       ,26.7080286,-108.3254686,1413,22988.18,22988.18,21535.18,22988.18,22988.18,22271.9,21535.18,23315.78,23435.82,22058.18,21584.9,25587.4888
JALISCO                  ,TLAJOMULCO DE Z,25.0398678,-111.6944522,1414,25984.59,25984.59,24531.59,24720.99,22744.59,25511.9,24531.59,22022.97,22058.59,21814.59,21584.9,25304.9244
VERACRUZ                 ,RINCONADA      ,32.58535,-115.5212989,1415,22858.87,22858.87,22241.2829,18807.99,25231.8945,22615.87,22241.2829,23695.9145,22959.6945,29765.3545,33320.9045,46372.43049
VERACRUZ                 ,VERACRUZ       ,32.4360703,-117.0751766,1416,15649.91,15649.91,14196.91,15649.91,15649.91,15177.22,14196.91,14806.61,11868.07,9983.91,9754.22,11581.3356
CHIHUAHUA                ,CD JUAREZ      ,31.0927056,-108.0237141,1417,14860.6873,14860.6873,13407.6873,14860.6873,14860.6873,14617.6873,13407.6873,15188.28833,15380.6873,15136.6873,15136.6873,17558.55727
BAJA CALIFORNIA SUR      ,CABO SAN LUCAS ,31.6469182,-106.4770556,1418,17756.07,17754.26,17492.72,18945.72,18945.72,17657.27,17492.72,18705.51,18602.72,18358.72,18358.72,21296.1152
COAHUILA                 ,TORREON        ,16.2340317,-93.9011609,1419,22235.47,22235.45,20782.45,22235.47,22235.45,21762.78,20782.45,22399.27,22495.45,21907.76,21418.76,25112.2252
ESTADO DE MEXICO         ,CHIMALHUACAN   ,25.4570713,-101.0120236,1420,13658.23,13627.88,13383.88,13383.88,13383.88,13118.17,13383.88,13383.88,13383.88,11896.68,8986.67,710.558
NAYARIT                  ,ACAPONETA      ,19.5751602,-99.0477739,1421,26513.38,26466.38,25055.19,23522.21,23414.87,25855.87,25055.19,23735.82,23608.49,22512.76,21928.87,25871.6888
DISTRITO FEDERAL         ,CUAUHTEMOC     ,25.8580025,-97.5373597,1422,25096.83,25096.83,23643.83,25096.83,26432.49,24624.14,23643.83,24976.29,25072.49,24460.66,23995.8,28101.5684
JALISCO                  ,COCULA         ,25.7783855,-100.391447,1423,26530.74,26528.93,29413.8873,30866.8873,28021.2445,26202.25,29413.8873,28512.6445,28801.2445,28557.2445,28327.5545,33070.02762
DISTRITO FEDERAL         ,CUAUHTEMOC     ,25.5657982,-103.4972912,1424,25174.59,25174.59,23721.59,23133.39,24080.25,24701.9,23721.59,24407.85,24600.25,23584.41,22920.56,26854.29
ESTADO DE MEXICO         ,TLALNEPANTLA DE,18.8480719,-97.0982897,1425,27604.59,27604.59,26151.59,27483.09,24890.25,27131.9,26151.59,25381.65,25670.25,25426.25,25196.56,29494.45
SINALOA                  ,CHOIX          ,15.4353989,-92.900521,1426,23835.35,23835.35,18331.47,19784.47,35965.93,23362.66,18331.47,36136.75,35279.93,20045.93,34806.24,28927.9814
BAJA CALIFORNIA SUR      ,CD CONSTITUCION,20.1922752,-99.2684682,1427,11426.3,11426.3,9973.3,11426.3,11426.3,10953.61,9973.3,8238.5,8310.3,8066.3,7836.61,9356.908
BAJA CALIFORNIA NORTE    ,MEXICALI       ,21.1765174,-86.8787904,1428,12023.85,12021.98,10568.98,12021.98,10296.68,11549.29,10568.98,9919.58,10111.98,9867.98,9638.29,11446.8568
BAJA CALIFORNIA NORTE    ,TIJUANA        ,25.720694,-100.2782273,1429,17411.26,17411.26,15958.26,17411.26,18602.72,18202.74,15958.26,18506.52,18602.72,18358.72,18358.72,21296.1152
CHIHUAHUA                ,ASCENCION      ,25.3887247,-100.9974657,1430,23648.31,23608.95,22101.59,23573.33,23625.82,23081.9,22101.59,24047.86,22770.88,22525.01,22274.7,26105.0924
CHIHUAHUA                ,CD JUAREZ      ,26.0888375,-98.2804419,1431,14839.91,14839.91,13386.91,14694.11,9979.91,14367.22,13386.91,10150.73,9293.91,9049.91,8820.22,10497.8956
CHIAPAS                  ,ARRIAGA        ,25.1840132,-99.8539272,1432,22537.59,22537.59,21084.59,22537.59,22537.59,22064.9,21084.59,22865.19,22201.33,21607.59,21377.9,25064.8044
COAHUILA                 ,SALTILLO       ,18.7471581,-96.7893383,1433,12835.03,12831.98,11382.03,12833.5,12412.3,12359.29,11382.03,11867.18,11938.42,9595.98,9366.29,11131.3368
ESTADO DE MEXICO         ,ECATEPEC DE MOR,25.7783855,-100.391447,1434,23211.59,23211.59,21758.59,23213.11,23162.99,22738.9,21758.59,21495.39,21596.16,21350.64,21117.9,24763.2044
TAMAULIPAS               ,MATAMOROS      ,20.5107185,-103.425972,1435,5040.17,5040.17,3587.17,5040.17,5040.17,4797.17,3587.17,4600.97,4697.17,4453.17,4453.17,5165.6772
NUEVO LEON               ,MONTERREY      ,32.6569544,-115.4643212,1436,847,847,603,603,603,604,603,0,2479.07,4110.17,4110.17,4767.7972
NUEVO LEON               ,GENERAL ESCOBED,16.179316,-95.1947015,1437,16212.02,17798.22,14759.02,16212.02,17403.48,17555.22,14759.02,17731.08,17748.61,17076.48,17076.48,19808.7168
DURANGO                  ,GOMEZ PALACIO  ,17.0660407,-96.7378197,1438,4781.14,4781.14,3328.14,4781.14,4781.14,4538.14,3328.14,4944.94,5041.14,4278.56,4194.14,4865.2024
VERACRUZ                 ,ORIZABA        ,19.5543409,-99.3400311,1439,22514.9,22514.9,21061.9,22514.9,22514.9,22271.9,21061.9,22842.5,22106.28,21584.9,21584.9,25038.484
CHIAPAS                  ,MAPASTEPEC     ,19.9425306,-106.4001846,1440,23631.87,23631.87,22178.87,23631.87,23631.87,23159.18,22178.87,24287.07,24671.87,24427.87,24198.18,28336.3292
HIDALGO                  ,VILLA DE TEZONT,21.0294093,-89.6112738,1441,24708.56,24708.56,23255.56,24708.56,24708.56,24235.87,23255.56,23777.56,23830.71,21506.36,21276.67,24947.3776
QUINTANA ROO             ,CANCUN         ,19.2888701,-99.7089791,1442,22356.66,22356.66,20903.66,22356.66,23692.32,21883.97,20903.66,24019.92,24212.32,22979.4,22532.63,26404.2912
NUEVO LEON               ,SN NICOLAS DE L,20.536599,-100.4348138,1443,18401.22,18401.22,16948.22,18401.22,19592.68,18158.22,16948.22,19756.48,19852.68,19608.68,19608.68,22746.0688
COAHUILA                 ,SALTILLO       ,23.0999047,-109.7984362,1444,4437.17,4386.26,2984.17,4437.17,4437.17,24669.5,2984.17,4600.97,4600.69,3850.17,3850.17,4466.1972
TAMAULIPAS               ,REYNOSA        ,17.8314701,-93.3977354,1445,12013.91,12013.91,10560.91,11989.61,11203.91,11541.22,10560.91,11695.31,11983.91,11739.91,11510.22,13561.9196
NUEVO LEON               ,MONTEMORELOS   ,18.8208568,-99.232651,1446,24201.9245,24201.9245,22748.9245,17778.02,25537.5845,23958.9245,22748.9245,25345.1845,25149.6545,24905.6545,24905.6545,28890.55922
VERACRUZ                 ,OMEALCA        ,18.925331,-99.2282817,1447,21974.5,21974.5,20521.5,21974.5,21974.5,21501.81,20521.5,22097.08,21288.5,21044.5,20814.81,24411.62
NUEVO LEON               ,GENERAL ESCOBED,18.9057281,-98.4550554,1448,22514.9,22514.9,21061.9,22514.9,22514.9,22271.9,21061.9,22842.5,22685.16,21584.9,21584.9,25038.484
JALISCO                  ,TLAJOMULCO DE Z,26.0498666,-98.3477258,1449,25647.87,25647.87,24194.87,25647.87,25647.87,25175.18,24194.87,26466.87,24234.37,23688.87,23459.18,27479.0892
BAJA CALIFORNIA NORTE    ,MEXICALI       ,27.8784074,-101.5177303,1450,13209.61,13209.61,12185.51,13720.83,11314.49,12747.22,12185.51,10707.97,9907.44,9510.5,8820.22,11059.1732
OAXACA                   ,SALINA CRUZ    ,24.8253786,-101.2299156,1451,10516.26,10516.26,9063.26,10516.26,10516.26,10273.26,9063.26,11007.66,10771.65,9243.26,9243.26,10722.1816
OAXACA                   ,OAXACA         ,25.6905586,-100.3266284,1452,25779.9845,25779.9845,22827.9945,17857.09,25444.277,25536.9845,22827.9945,25328.0545,25616.6545,25372.6545,25372.6545,29432.27922
ESTADO DE MEXICO         ,ATIZAPAN D ZARA,24.5278531,-104.7775034,1453,22048.87,22048.87,20595.87,22048.87,22048.87,21461.9,20595.87,22212.67,22308.87,21829.7,21117.9,24895.7692
JALISCO                  ,TOMATLAN       ,28.5477352,-108.8579416,1454,22918.15,22918.15,21465.15,22918.15,24253.81,22331.18,21465.15,24909.01,25293.81,25049.81,24705.84,29057.7796
YUCATAN                  ,IZAMAL         ,19.5694779,-99.2909149,1455,23502.56,23502.56,22049.56,23502.56,23502.56,23029.87,22049.56,22951.76,22948.63,22704.63,22474.94,26337.3708
ESTADO DE MEXICO         ,TOLUCA         ,19.464387,-99.1695578,1456,23531.83,23531.83,20579.84,22032.84,22032.84,23084.89,20579.84,21840.44,22032.84,21788.84,21584.9,25275.0544
QUERETARO                ,QUERETARO      ,25.534848,-103.5248729,1457,24036.58,24036.58,21084.59,22537.59,22537.59,23563.89,21084.59,22098.39,22194.59,21952.11,21720.9,25462.6844
BAJA CALIFORNIA SUR      ,SAN JOSE DEL CA,29.1905328,-108.5498792,1458,26432.12,26432.12,24979.12,24706.82,24002.12,25985.18,24979.12,21462.8,21516.23,21272.23,21068.29,24675.7868
TABASCO                  ,HUIMANGUILLO   ,18.9195825,-100.0613299,1459,8940.22,8940.22,7487.22,8940.22,8940.22,8697.22,7487.22,8862.82,8597.22,8353.22,8353.22,9689.7352
MORELOS                  ,TEMIXCO        ,19.2773185,-99.6177148,1460,13426.3445,13426.3445,11973.3445,7002.44,13426.3445,12953.6545,11973.3445,12849.1445,13426.3445,13182.3445,12952.6545,13450.28642
MORELOS                  ,CUERNAVACA     ,19.051721,-98.6188357,1461,20625.42,20625.42,19172.42,20625.42,21961.08,20152.73,19172.42,22236.39,22398.08,22154.08,21924.39,25698.7328
PUEBLA                   ,ATLIXCO        ,19.6040818,-99.1018203,1462,15099.91,15099.91,13646.91,15099.91,15099.91,14627.22,13646.91,12255.11,10372.63,9983.91,9754.22,11581.3356
TAMAULIPAS               ,REYNOSA        ,21.1762094,-86.9145665,1463,24243.58,24243.58,21291.59,22744.59,24080.25,23770.89,21291.59,23804.85,23997.25,23753.25,23523.56,27553.77
COAHUILA                 ,MUZQUIZ        ,18.1369766,-94.4862348,1464,26459.74,26457.87,24591.77,24027.87,24027.87,25985.18,24591.77,24519.27,24102.36,22754.87,22525.18,26395.6492
NUEVO LEON               ,GALEANA        ,19.711308,-98.4527817,1465,24793.98,24793.98,23340.98,24793.98,24793.98,24321.29,23340.98,25612.98,26093.98,25849.98,25620.29,29902.0392
NUEVO LEON               ,MONTERREY      ,21.2633207,-98.9137278,1466,10172.29,10172.29,8719.29,10172.29,10172.29,9929.29,8719.29,10663.69,10952.29,10057.05,8899.29,10323.1764
DURANGO                  ,CANATLAN       ,19.2874263,-99.0985697,1467,21272.67,21272.67,19819.67,21272.67,21272.67,21029.67,19819.67,21600.27,21792.67,20475.33,20342.67,23597.4972
CHIHUAHUA                ,GUERRERO       ,21.5260644,-102.5824129,1468,22485.56,22485.56,21032.56,22485.56,35702.41,22012.87,21032.56,36030.01,36222.41,33939.96,33559.52,52412.3336
ESTADO DE MEXICO         ,TLALNEPANTLA   ,22.1836893,-101.075563,1469,23373.66,23373.66,21920.66,23325.06,21753.66,22900.97,21920.66,21478.26,21670.66,21426.66,21196.97,24854.9256
DISTRITO FEDERAL         ,GUSTAVO A MADER,17.0611395,-96.7348001,1470,23554.59,23554.59,22101.59,23554.59,23554.59,23081.9,22101.59,24045.99,24334.59,22663,22051.9,25853.7204
DURANGO                  ,LERDO          ,24.8254873,-107.429629,1471,10223.5,10223.5,8770.5,10223.5,10223.5,9980.5,8770.5,10551.1,10743.5,9763.84,9293.5,10780.46
CHIHUAHUA                ,CD MADERA      ,14.9376467,-92.1642924,1472,21480.59,21480.59,21236.59,21236.59,23014.39574,21007.9,21236.59,27352.9645,22273.0273,28850.2745,30840.4745,45310.93769
